review,ac,air_panas,bau,general,kebersihan,linen,service,sunrise_meal,tv,wifi
"Sory, kamar dihotel ini tidak sesuai dg tagline Airy. murah iya, tapi jauh dari layak huni. Kamar pengap, sprei dan lantai kotor, handuk seperti keset, AC berisik dan tidak dingin, Kamar mandi tidak ada gantungan baju, pintu kamar susah dikunci dan tidak ada tempat sampah. Dan saat itu lagi renovasi, jalan dari lobi ke kamar penuh pasir.",neg,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Kamarnya bersih rapi, dapat air mineral gratis dan cemilan gratis. Kekurangan hanya di kamar mandi lebih diperbaiki lg kebersihannya. Overall oke dan bakal kesini lagi",neut,neut,neut,pos,neg_pos,pos,neut,neut,neut,neut
"kurang bersih , tanpa lobby, service tidak selalu standby",neut,neut,neut,neut,neg,neut,neg,neut,neut,neut
kurang selimutnya mksh,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Fasilitas yang ada sesuai dengan harga, walaupun AC memang kurang dingin..",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Makanan ringan yg disuguhkan ada yg kadaluarsa. Saya nginap 2 hari tp tdk mendapat playanan sprti hal nya menginap 2 hari. Handuk, sabun, makanan, minuman tidak di suguhkan di hari ke 2. Dan kamar terlihat berdebu. Tidak ada cermin juga di kamar. Tolong tingkatkan lagi pelayanan di tempat ini. Trimakasih",neut,neut,neut,neut,neg,neg,neg,neut,neut,neut
"tdk ada shower air panas, tv tabung, kamar kotor berdebu bau rokok, kolam renang kotor, kamar mandi model jaman old",neut,neg,neg,neut,neg,neut,neut,neut,neg,neut
ga ad air panas ny.  tidak sesuai dengan promosi,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
kotor,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
pertama masuk sprei agak bau minyak angin..mungkin dari yg baru check out...tapi segera diganti setelah diberitau..oh iya..air panasnya ga gitu fungsi...tapi tempatnya tenang dan nyaman..thanks,neut,neg,neut,neut,neut,neg,neut,neut,neut,neut
"Lokasi berada di tempat yg jauh dr kebisingan kota. Bangunan lama. View bagus, kolam renang viewnya gunung Salak tp kolamnya kotor. Kamarnya penerangan sangat kurang, remang-remang. Kasur keras. Channel TV gambarnya jelek. AC dingin. Air panas tidak fungsi. WC bagus. Overall sesuai dengan harga yg tidak terlalu mahal.",pos,neg,neut,neut,neut,neut,neut,neut,neg,neut
Tolong sprei bekas MENS wanita harap di ganti !!!,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Tempatnya enak, adem banget, tapi sangat susah signal dan tidak adanya water heater jd gak bisa mandi air hangat",neut,neg,neut,neut,neut,neut,neut,neut,neut,neg
"pelanyanan  cukup  baik, cuman chanel  tv  ya , ada sedikit  masalah ",neut,neut,neut,neut,neut,neut,pos,neut,neg,neut
menginap yg kedua kalinya.. suka kamar nya tapi sprei nya kok kotor kaya yg belum d cuci..,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
Pelayanan nya sangat bagus Tetapi kamar nya kurang bersih Agak sedikit bau Dan seperti wisma ,neut,neut,neg,neut,neg,neut,pos,neut,neut,neut
kamar tidak seperti yang ada di foto. kotor. pintu seperti kamar kos2an,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"sy sdh beberapa kali menggunakan airy tap kamar hotel ini sangat jauh dari ekspektasi dan sangat tidak sesuai dengan deskripsi dan gambar di applikasi airy, bhkan aksesoris airynya tidak ada. tidak ada air hangat, kamar apek dan kotor , handuknya lebih mirip bathmat,jadi worry jg dengan airy ....",neut,neg,neg,neut,neg,neg,neut,neut,neut,neut
"seprai harus di cek,baru atau tidak.  yg lainya bagus, khususnya pemandangan mantap...",neut,neut,neut,pos,neut,neg,neut,neut,neut,neut
"wifi hanya di lobby di kamar kaga ada , dan harus banyar 5000 kalau di kamar ",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"wifi tidak terhubung, kamar sedikit berbau lembab.",neut,neut,neg,neut,neut,neut,neut,neut,neut,neg
"sprei, sarung bantal, handuk sudah perlu diganti. shower juga harus diperbaiki.",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
fasilitas wi-fi kurang baik,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
penjaga nya ramah tapi kamar kurang bersih dan lantai nya kotor,neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
Kamarnya bau rokok. Dan seprai tidak diganti untuk tamu baru karena msh ada bekas abu rokoknya.,neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
overall sesuai hrg hanya minta tlong kebersihan ditingkatkan...utk kmr mandi khususnya...,neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
Bau rokok ntah masuk dr mana dan bau wcnya mulai dr kami masuk.. padahal kami belum gunakan wc nya,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
pelayan nya kurang memuaskan hanya di tnya air panas saja muka nya merengut dan secara terpaksa untuk membantu,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Ac tidak dingin, sangat kurang nyaman.",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
Maaf toilet bau. Kamar tidak di semprot pengharum. Bantal airy banyak bercak putih,neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
pintu kamar mandi gabisa dikunci. acnya gadingin. ada kecoanya,neg,neut,neut,neut,neg,neut,neut,neut,neut,neut
semua sudah bagus... kalo ada pilihan channel tv lebih banyak lagi tambah oke,neut,neut,neut,pos,neut,neut,neut,neut,neg,neut
Toiletnya bau,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
bau pesing. tolong di perhatikan.  kotor juga,neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
kamar nya kotor,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
baik dan selalu ingin kembali..cuma perbaiki wifi dan hot waternya utk kamar tertentu,neut,neg,neut,neut,neut,neut,neut,neut,neut,neg
Hotel jorokkkkkkkk banyak semut,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Pelayanan ramah tapi kondisi kamar sangat kurang nyaman. Gelap, kurang bersih, AC berisik.",neg,neut,neut,neut,neg,neut,pos,neut,neut,neut
kamarnya nyaman... ac dingin... layanan nya jg baik tpiiiii.... klu bs sprei nya di ganti... gatal2 sih.... ,pos,neut,neut,neut,neut,neg,pos,neut,neut,neut
"awal konfirmasi reservasi respon resepsionis gak ngenakin..., setelah check-in ternyata kulkas belum bisa digunakan dan kamar mandi agak berbau..., tapi tak dengan harga ga bikin kantong cekak kamar luas dan better lahh...",neut,neut,neg,neut,neut,neut,neg,neut,neut,neut
keren dan bersih hx sj lupa di ganti handux dan lupa dbersihkn selebihx oke,neut,neut,neut,pos,neg_pos,neg,neut,neut,neut,neut
"Payah, ga ada air minum yg disediain dikamar. Snacknya juga tidak sesuai di tulisan :(",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
kamar mandi ada kecoa. bantal biru bau apek. lainnya oke.,neut,neut,neut,pos,neg,neg,neut,neut,neut,neut
big towel harus ready ketika tamu cek in. dan untuk receptions nya harus stand by di loby. kebersihan kamar kurang baik,neut,neut,neut,neut,neg,neg,pos,neut,neut,neut
"kebersihan selimut kurang,  air panas kadang muncul kadang berhenti. Saya beri penilaian 5/10.",neut,neg,neut,neut,neut,neg,neut,neut,neut,neut
tinggal di tingkatkan dan ke ramahan dan keyamanan buat para tamu terima kasih,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
kotak snake airy ny kosong,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Sangat kecewa !!!! .... Receptionis Marah2 ke Orang Tua, tidak sopan menjelaskan, service room tidak ada, Room BAU, Memaksa bayar lebih untuk pindah room.  Disappointed ... !!!!",neut,neut,neg,neut,neut,neut,neg,neut,neut,neut
kamar bersih. cuma biasanya dapat snack tapi kok ini gak ada ya.. tidak ada lift jadi lumayan lah naik turun lantai 3 pake tangga,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Masih ada pekerjaan interior, kondisi toilet masih basah, lantai kamar masih kurang bersih dan sprei banyak dijumpai bulu2 rambut",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
tempat nyaman cuman di ac nya aja kurang dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"ac nya rusak, jadi kami ga bisa tidur semaleman. Saya lupa di kamar berapa. Overall sih lumayan ya buat backpacker. Ada harga, ada rupa..",neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
"Penginapan seram, bau, kamar mandi tidak ada air panas, tidak ada keran di toilet, lift mati, resepsionis kurang ramah, tidak sesuai dengan deskripsi.",neut,neg,neg,neut,neut,neut,neg,neut,neut,neut
"kamarnya dicat ulang, kalau perlu didekor ulang biar kelihatan hidup, cerminny jangan cermin angker donk, gabisa ngaca 😂, AC nya dibenerin donk biar ga mati2 sendiri,  tolong serangga2 dibasmi juga, tp petugas dan staff ramah maksimal!!! lokasi hotel dket pvj banget, lokasi bagus sayang kalau tdk dimaksimalkan, trims",neg,neut,neut,neut,neg,neut,pos,neut,neut,neut
"viewnya & breakfast okelah & ada beberapa hal yg kurang: 1. kolam renang kurang besar  & air kolam renangnya warna hijau jd ga keliatan bersih 2. kelengkapan kamar kurang, musti ditelepon dulu ke resepsionis untuk request sesuatu 3. wifi kurang lancar",neut,neut,neut,neut,neut,neg,neut,pos,neut,neg
sudah keempat kali dan yakin akan kembali tapi sayangny fasilitas air hangat tidak berfungsi dan juga semprotan di kmaar mandi,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
wifi mati...air panas ga jalan ... ac ga dingin,neg,neg,neut,neut,neut,neut,neut,neut,neut,neg
nyaman dan bersih... cuma air hangat nya ga begitu hangat masih dingin,neut,neg,neut,neut,pos,neut,neut,neut,neut,neut
"Sarung bantal kotor pada saat pertama masuk, tapi dapat diganti. Dan bantal kuga terasa lembab.",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"interior memuaskan, pillow case sedikit apek, overall it's good",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
kamar wangi sekali. bersih. nyaman. cuma satu ac kurang dingin mas :(,neg,neut,pos,neut,pos,neut,neut,neut,neut,neut
"pelayanan baik, kamar nyaman. cuman sayang bau rokok kamarnya",neut,neut,neg,neut,neut,neut,pos,neut,neut,neut
"sarapan pagi enak. sayangnya kamar berbau asap rokok, kebersihan kamar dan kamar mandi perlu ditingkatkan. resepsionis ramah. tenkyu. ",neut,neut,neg,neut,neg,neut,pos,pos,neut,neut
kmar mandinya aga bau nyengat,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
tolong lebih dibersihkan lagi yaa,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Di kamar 301: AC-nya kurang dingin, air shower di kamar mandi mengalirnya kecil, Air di kamar mandi tidak bisa menggunakan air hangat yang ada hanya air panas dan dingin saja. Saya percaya management hotel bisa segera memperbaikinya.",neg,neg,neut,neut,neut,neut,neut,neut,neut,neut
"pelayanan ramah, hotel baru, kamar Mandi besar, tapi sayangnya air panas untuk malem tidak menyala ( agak kecewa dengan ini)",neut,neg,neut,neut,neut,neut,pos,neut,neut,neut
Pelayanan kurang baik... Pegawai kurang ramah sama tamu. ,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"saya stay 3 hari, tapi snacknya cuma sekali doang heheheh",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
pelayanan kurang ramah,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Fasilitas air untuk mandi sedikit keluar nya, tidak ada televisi atau televisi tdk bisa digunakan ( Mati ), tidak ada tissue. ",neut,neut,neut,neut,neut,neg,neut,neut,neg,neut
semuanya memuaskan hanya saja AC kamar 203 tidak dingin dan kamar mandinya sedikit berbau,neg,neut,neg,neut,neut,neut,neut,neut,neut,neut
kurang bersih aja...tp keseluruhan lumayan lah,neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
"Snack airy tidak ada. Bantal kecil airy tidak ada. Kolam renang ga bisa dipake padahal tinggal di bandung cari staycation di bandung buat bisa main di kolam bareng anak, minta main sebentar doang ga boleh karena ada persiapan wedding  padahal weddingnya aja sore. Kecewa parah. Akhirnya checkout lebih awal biar bisa cari kolam renang di luar.",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
Pelayanan kurang ramah..kamar agak sempit..,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
kebersihan lemari dan perabot. Tidak ada wifi,neut,neut,neut,neut,neg,neut,neut,neut,neut,neg
"kamar luas, ada restoran, kolam renang, & layanan kamar, sayangnya: kamar kotor & lembab.  lingkungan sekitar kotor, kamar mandi kotor. air kecil & berbau. lokasi kamar ke parkiran cukup jauh seharusnya itu mobil golf stand by terus untuk antar jemput tamu. yang sulit pas check out harus angkat barang sendiri. jalan jg gak friendly bwt gerek koper.",neut,neut,neg,neut,neg,neut,neg,neut,neut,neut
ac nya kamar 309 bocor,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Tempatnya kurang baik, bantal nya bau, gak ada welcome snack, pnyambutannya gak ramah",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
kamar mandi menurut saya agak kurang yaa.. sudah ok sih.. tp utk air panas agak lama sekali menunggu nya.. shower nya pun miring2... ok lah..dgn harga yang relatif murah dan terjangkau.. thanks for Airyrooms.. ,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"mudah dicari, tapi kamar lebih sempit dari yg dibayangkan, air panas tidak berfungsi, sarapan baik. overall kalo cuma semalam gak masalah",neut,neg,neut,neut,neut,neut,neut,pos,neut,neut
"Handuknya sangat kecil, lalu untuk sabun dan sampo sangat sedikit. Hanya bisa di pakai untuk 1 kali.",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"tempat menakutkan, bangunan lama, air panas tidak nyala, snack tidak ada.",neut,neg,neut,neut,neut,neg,neut,neut,neut,neut
"kamar ok bantal empuk tp ac amat sangat tdk dingin,,tidur ttp mandi keringat",neg,neut,neut,neut,neut,pos,neut,neut,neut,neut
"bersih nyaman, tp wifi ga nyala pada wakfu itu.",neut,neut,neut,neut,pos,neut,neut,neut,neut,neg
"selimut kotor, berisik karena kegiatan karaoke",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
kMR bgus ..cma WIFI  jelek ..trus gak ada tempat sampah lagi ..dan yg jga orngnya kurang loyal ..sma pelayanan kepada tamu kurang bgus terlalu cuek,neut,neut,neut,neut,neut,neg,neg,neut,neut,neg
"sarapan not good..parkir bayar..kamar  bedcover kotor,lantai kurang bersih..",neut,neut,neut,neut,neg,neg,neut,neg,neut,neut
"ada kejutan snack, menarik juga. sayangnya bedcover nampak noda2",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
penjaga kurang ramah,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"wifi gak connect, suasana kurang tenang karna ada renovasi di lobby, kamar lebih kecil dari keliatannya,  gak ada coffee maker di kamar padahal di fotonya ada, ada lalat di kamar dan susah ngeluarinnya karna jendela cuma kaca dan gabisa dibuka. ",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
susah terhubung wifi di lantai 3. petugas hotel ramah..,neut,neut,neut,neut,neut,neut,pos,neut,neut,neg
"sarapan diantar ke kamar, pinjam mangkuk piring diantar, room servicenya OK bgt! dpt free snack sm air mineral tiap hr, kolam renang br dikuras pas menjelang weekend (jumat) jd gabisa renang deh :( di kamar mandinya ada hewan2 kecil tp overall oke bgt, ngintip kamar sebelah double bed kyknya lebih bersih. Next coba yg double bed aja pas kesini hehe",neut,neut,neut,pos,neg,pos,pos,neut,neut,neut
"Hotel yang unik, bersih pelayanan bagus sayang nya kenapa pas malam itu kami menginap banyak sekali nyamuk, sampai susah tidur. ..",neut,neut,neut,neut,neg_pos,neut,pos,neut,neut,neut
"Staff ramah, cuma wifi di kamar tidak terjangkau",neut,neut,neut,neut,neut,neut,pos,neut,neut,neg
"Lebih ditingkatkan lagi untuk pelayanannya, sukseees terruuusss",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Cukup nyaman.  Hanya toiletnya agak kurang sedap wanginya.  Moga sukses trs hotelnya dan selalu memberikan pelayanan terbaik ,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Cukup nyaman.  AC agak kurang dingin.  letak kamar di lantai 3, no lift.",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Tidak diberi snack dan air mineral saat penambahan hari. Dan uang deposit tidak kembali hanya karena sprei kasur kena noda sedikit. Payah payah payah. Pelayanan kurang, tapi malah ngotot nahan uang deposit.",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
"Murah, nyaman, sinyal tv nya kurang bagus, wifi masih belum stabil, tidak ada keset, remote ac nya suka macet",neg,neut,neut,neut,neut,neg,neut,neut,neg,neg
Kebersihan ditingkatkan lagi,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"pemanas airnya bs dpake siang n sore aja,pg ma malam airnya dingin",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"resepsionis yang ramah, tapi acnya kurang dingin",neg,neut,neut,neut,neut,neut,pos,neut,neut,neut
"overall oke, hanya AC kurang dingin, banyak cat sudab lapuk perlu cat ulang, pegawai ramah Deket  kemana mana",neg,neut,neut,pos,neut,neut,pos,neut,neut,neut
"Tempat strategis, pelayanan baik, fasilitas cukup baik, kebersihan masih perlu ditingkatkan. ",neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
suka kamar tidak bau rokok. ada air minum panas di luar. lokasi strategis. tp gak dapat snack spt airy room di tempat lain. ,neut,neut,pos,neut,neut,neg,neut,neut,neut,neut
"murah dan nyaman. dekat kampus, banyak makanan. minusnya shower nya suka error, mending ganti model yang biasa saja.. berat juga kepala shower nya.. minus kedua wifi tidak masuk kamar.",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Lumayan yg penting bisa buat istirahat,cuma kamar mandinya masih kurang bersih",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kamar mandi panas tdk ada exausfan,ac tdk merata suhu dinginnya dan jendela terlihat dr luar krn tdk",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Sangat sangat mengecewakan, kamar yg bau ditambah dengan fasilita tv yg jelek dan kamar mandi yg jor",neut,neut,neg,neut,neut,neut,neut,neut,neg,neut
"viewnya bagus . overall tempat kurang terawat, ternyata toilet camping room berada diluar wlwpun keterangan di traveloka private bathroom, toiletnya tidak terawat sehingga shower karatan dan keramik lantai berkerak, saya complain kalau tv tidak hidup dicek oleh resepsionis katanya wifi sdg bermasalah sehingga tv tidak hidup akhirnya saya kutak atik sendiri saya ganti batre ternyata hidup mungkin resepsionisnya males cek ke room karna dari room ke resepsionis jauh, dan di room tidak ada telpon sehingga kalau kita mau kontak resepsionis/cleaning service harus jalan k resepsionis. tdk ada akses jalan terdekat kepantai dan waterboom jadi males banget mau turun ke pantai/waterboom. breakfast hanya nasi goreng+ayam+telor dadar+nutrisari jeruk",neut,neut,neut,neg,neg,neut,neg,neg,neg,neg
"senang didlm kamar ternyata ada Snack, kamar nyaman, hanya saja gambar ditelevisi tidak ada yg bagus, colokan usb tidak berfungsi. sarapannya enak",neut,neut,neut,neut,neut,pos,neut,pos,neg,neut
"Bising,kurang bersih",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
kamar sangat nyaman. terdapat balkon. tetapi handuk sgt kecil dan waktu saya menginap kebetulan tv sedang off. resepsionist pria kurang senyum,neut,neut,neut,neut,neut,neg,neg,neut,neg,neut
"kondisi kamar sangat rapi dan bersih, cuma room service nya kadang lambat merespon, makasih airyroom",neut,neut,neut,neut,pos,neut,neg,neut,neut,neut
"untuk ke 2x nginap di sini , kamar luas, loaksai strategis, sarapannya enak, pelayanannya ramah, WiFi lemot dikit",neut,neut,neut,neut,neut,neut,pos,pos,neut,neg
"sangat kotor, toilet berkerak tdk disikat. lorong sekitar kamar berserakan spray dan gelas bekas ",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Harga MURAH! Pelayan baik dan ramah. Lokasi masuk gang (perkampungan warga) tp bisa dicari di google map. Kamar bersih, rapi dan cukup luas. fasilitas: TV mantap, AC kurang dingin (16°), snack dan air, perlengkapan mandi (sabun odol sikat), handuk ada 2 tp kecil, air lancar tp agak bau. mungkin krn air sumur bor dan lokasi dekat dengan sungai. ⭐⭐⭐⭐",neg,neut,neg,neut,neut,pos,pos,neut,pos,neut
