label,tweet
sadness,"Sebenernya ga ada yang salah, yang salah cuma ""moodku"" lagi ga bagus, jadi semuanya terlihat ga bener. Dari dulu, selalu aja moodku yg suka berubah-ubah ini yang jadi masalah :("
happy,"Masalah ga akan pernah menjauh, hadapi Selasamu dengan penuh semangat!"
sadness,"jadi certnya kmren pas ibdah ada kesaksian sii ibu sudah berkali2 di selingkuhi sama suaminya, dan si ibu ttp sabar.. awlnya sy pkir bodo amat ya dislngkuhin berkali2 ttp diam.."
happy,Diam diam dia suka day6 masa.. Sumpah aku gak racunin kok wkwk. Kuy lah nonton Youth bareng! *halu tingkat provinsi
sadness,"Jujur saja saya sedang mengalami kejenuhan di zona yang sekarang. Mulai jenuh dengan keseharian, orang2 yg cuman itu2 aja, obrolan yg itu2 aja, dan semua yang itu-itu aja."
happy,"Orang #OldMoney dateng ke kandang, pakaiannya sederhana, cuma kaos oblong dan celana training, mau juga keliling kandang buat milih sapi. Tapi sekali transaksi mencapai 3 M. Yang epic lagi, beliau orangnya taat ibadah dan royal. Punya anak masih gadis nga pak? "
anger,netijen yang merasa bahwa dirinya maha benar ditambah dengan lingkungan sosial di negara ini membuat melawan sexual harassment menjadi sangat sulit. they normalize that. time to speak up! jangan mau diam saja jadi korban
anger,Lu pikir nikah itu cuma sebatas hidup bareng sama orang yg lu sayang? Cuma sebatas identitas status di ktp? Atau cuma sebatas ena ena? Deeemmm Helaaaawww
love,"Penutup thread ini adalah, saya mohon kamu selalu inget. Saya sayang kamu. Ilysm to the moon and never back, thanks for everything.. Saranghae [USERNAME]"
sadness,"Ya berkali kali Farah suka ingetin untuk engga diterusin. Katanya makin gue perhatian ke dia, makin sulit buat gue untuk lupain soal dia. Tapi nihya far, udh gue coba dr jaman kapan ahelah. Ujung2nya penuh risiko (re: suka kgn). Hmm pahit :((("
anger,[USERNAME] [USERNAME] Apa menangkap teroris musti pake pisang Ambon? Kau kok selalu bela mereka. Ada apa ini? Bahkan usus terurai akibat ledakan pun kau bilang kampanye penguasa. Sinting !!!
sadness,"Trus mbatin, ""Baik-baik ya sama pemilik barumu. Tuh. Masnya ganteng. Punya cafe lagi. Tar kamu dipake main di cafe kayak yang ku janjiin 4 tahun lalu."""
happy,"sebagai supporter [USERNAME] gue ga suka barca, tapi sebagai pecinta sepakbola gue suka ini film, keren lahhh  #HeartOfALio [URL]"
fear,Ya masa-masa itu sudahlah terlewati. Walaupun memang nggak sampai fanatik banget. Tapi sekarang sudah risih lihatnya. Sudah ndak tertarik lagi. Okesip.
anger,"[USERNAME] [USERNAME] Sama kasusnya, jawaban copy paste tanggapan 1 terus tanggapan ke 2..boleh gk kita pelanggan "" maaf estimasi pembayaran kapan, kalau jaringan bolt sudah bener "" hahahaha yuk ah"
fear,"Selalu menyimpan pemikiran/kekhawatiran hanya pada diri sendiri karena takut semua orang nampak baik2 saja, hingga lupa rasanya berkawan itu melegakan"
anger,Bayangin ya klo kita ga suka ama seseorang masa harus di paksa suka sih duh saya mah ga bisa kaya gtu ga bisa drama ga demen ya gak biarpun bnyak duit mah klo ga suka mah ga suka aja .. iya gak sih ?
anger,"Mereka mereka kerjaannya nongkrong tiap hari buka diluar tiap hari, sekalinya d kasih acar buat semuanya termasuk mereka - mereka di kasih yg worth it dengan budget segitu malah gamau dengan beribu alesan mereka dan akhirnya gajadi. Puki"
fear,"Selalu takut kalo private chat ke dosen. Takut kesalahan beberapa tahun lalu keulang. Salah kirim selfi ke dosen, niatnya buat gendakan q malah kekirim ke dosen:& posenya gabanget pun mecucu mecucu minta dikasih nilai C bgt pokoknya."
anger,"[USERNAME] [USERNAME] Memangnya siapa stakeholdernya DPR?  Ya, rakyat juga. Jaman udah canggih, ngga mungkin dikirim pake selebaran ke puluhan juta org cuma buat kasih tau org DPR ngapain aja. Pakai twitter bisa. Anda bisa baca tweetnya dan bisa balas"
happy,"Special thanks for you,... Masih tetap menganggap ku sebagai adek, tak pernah sekalipun menyakiti ku, masih menghargai ku dengan apa yang ku lakukan..."
anger,[USERNAME] Semen indonesia belum nambang loh di Rembang...malah ada perusahaan yg lokasi hanya 200 meter dr areal tambang semen tidak pernah diprotes dan ini sudah bertahun2 lamanya...knp kok pas semen diprotes?
happy,hapy weding sri & rori menjadi keluarga kecil di dalam tuhan god bles us!
happy,Congratulation [USERNAME] semoga dilancarkan dan dapat kesempatan memandang orang orang di panggung [USERNAME] Break a leg!!! [URL]
sadness,"Gegara td malem treak treak gemash ngliat indo kalah 2-1 sm thailand di kandang sendiri, kini tenggorokan minta digaruk -_________- yg nonton td mlm ngacung coba? Kalean tim mana nih?"
happy,"aya udah rapi belom rambutnya??? abis bangun tidur nih cantik ya mantul dah Febby Nathania Elvarette, teman terkebo [URL]"
sadness,"Masih galau jg sih tp solusi utama ku sih bikin target & rencana, mau ngapain aja di umur sekian. Trus fokus pada usaha utk mencapai itu, biar ga terus kepikiran problem quarter life crisis"
sadness,"Salah seorang teman bertanya, sakit mana dengan sakit hati? Jika sy dapatkan rasa sakit yg sama saat patah hati dengan rasa sakit saat mendapat tindakan dokter, yakinlah sy tak hanya mengatakan ""iya"" saat dia minta maaf. Mungkin akan ada pelajaran buat ia pahami ""sakit"" itu apa"
happy,Dengan melihat langsung blusukan Presiden Jokowi saya bisa simpulkan bahwa ini bukan pencitraan tetapi merupakan kerja seorang pemimpin dalam mengayomi rakyatnya #JokowiSekaliLagi
happy,"Yuuuk kita siap2 untuk berihtikaf di malam sepertiga terakhir,mudah2an kita mndpt malam 1000 bulan ,karena thn depan blm tentu ketemu lagi dg bulan yg penuh MAGHFIROH [URL]"
sadness,terkadang perduli dan memberi motivasi yang berlebihan itu bikin sakit hati. sekira nya ga nerimain mah oke. terserah. kalau udah kecewa bakalan bodo amat. serius. atur sendiri
sadness,"Apapun yg terjadi aku tdk boleh menjadi seorang yg selalu bersedih. Kalo memang mungkin bukan dia yg menginginkan mu, mungkin ada dia luar sna yg msih menginginkan mu."
sadness,... Allah suruh aku tinggal di sebuah kamar Sepetak ruang remang-remang Yang harus kurahasiakan Untuk mengawasiku Tuhan taruh utusan Berdiri di pojokan Sepanjang zaman...
happy,"Abis makan di bumen, makan sosis padahal aliando blg udah kenyang dan dia mesen sosis mau yang size XL untungnya kosong dan akhirnya yang L. Gilasehhhh lo [USERNAME]"
anger,[USERNAME] kenapa ya...slalu z obat yg urgent di hapus bpjs?ada penggantinyakah???klo ada sihh gpp...jgn kr alasan rugi terus abat2yg diperlukan diHAPUS.
sadness,aku kan cuman perempuan biasa. kecewa sakit hati patah hati ya akhirnya nangis juga.
anger,"SEMUA WARGA NTT, SUKA ATAU TIDAK TENTU BANYAK DIANTARA KITA TAK SETUJU KLAIM SEPIHAK & TAK PANTAS DARI [USERNAME] DI [USERNAME] SEBAGAI ""TUHANNYA NUSA TENGGARA TIMUR""([URL] MALAH [USERNAME] DICACI MAKI KARENA BERANI KRITISI TIMSES VBL,[USERNAME] &amp"
fear,"Kemudian mulai nyalahin diri sendiri, mulai overthinking, mulai ketakutan sendiri, mulai cemas, stress, deg-degan parno kena penyakit.... Gitu-gitu aja siklus gue"
fear,"[USERNAME] Nyata, black campaign itu ada, dan terjadi di negeri ini. Miris sekaligus ngeri, bila memperoleh jabatan hasil dari fitnah dan bohong."
anger,"[USERNAME] [USERNAME] [USERNAME] kalo gw sebagai cewek,tuk ngasih tau jg ke rang orang..nih cowok yg suka gampangin cewek,jd biar ciwi2 diluar sn yg baik2 waspada,kl yg emang suka digituin ya terserah ya,org biasa gak populer juga ada kok yg bikin sep"
anger,"Terus, tolong dong hargai privasi. Kalaupun gue jelasin semuanya ke kalian, kalian tu ga bakalan ngerti juga. Kalian berpikiran dr sudut pandang kalian sendiri, bukan dari sudut pandang gue ataupun si x, sahabat gue Jadi udahlah."
sadness,"Makin dewasa kamu, semakin malas kamu dengan hal-hal yang terlalu banyak drama. Pertemanan penuh drama, hubungan asmara penuh drama. Sebab kamu tahu, pekerjaanmu lebih penting dari pada semua drama-drama melelahkan itu. *Boycandra"
happy,"Setelah pertandingan, Pak Seno yang biasanya keras dan cuek memyambut kami dengan hangat. ""Kalian bertanding dengan hebat, ini pertama kalinya tim provinsi kita berada di babak ini. Pak bangga dengan kalian""."
fear,"[USERNAME] Aku gak salah bila mohon pd [USERNAME], segera Perintahkan MENKES utk menambah Ruangan Khusus ""Sakit Jiwa"" pd stiap Rmh Sakit. Sbab, tdk menutup kemungkinan, USAI PILPRES, stiap Rmh Sakit akan dibanjiri Pasien ""Sakit Jiwa"". Tanda2 kearah sana"
sadness,"Males packing tiap mau pergi tuh plg males kalo suruh packing,pgnnya bs punya tongkat sihir trus lgsg masukin barang2ny k koper dgn rapi"
happy,"Perkembangan teknologi nggak akan ada habisnya deh. Semakin lama, manusia akan terus-menerus berinovasi bagi teknologi termasuk koneksi internet. Positifnya, hal tersebut pasti bisa membantu dan mempermudah pekerjaan manusia."
fear,"Lu gatau anjir rasanya takut sampe gemeteran, paralyzed, gabisa mikir. Gila sih. Gua jg ga ngeexpect gua bakal kaya gitu. Trs gua sm temen temen gua cm bisa panik barengan"
fear,"kejadian malam ini, pulang jam 00.25 langsung ganti baju terus mau cuci muka pas baru selesai cuci muka di kmd pas lagi handukin muka tbtb ada suara ""tolong"" dibelakang aku persis. ini udah terjadi beberapa kali sesring itu kirakira ada apa ya serem bgt lamalama keganggu juga"
fear,"[USERNAME] [USERNAME] [USERNAME] Tidak disemua tempat kita boleh melaksanakan sholat, salah satunya di bangunan yang didirikan untuk kekafiran (salah satunya gereja). Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk. [URL]"
happy,"Ustad [USERNAME] saya ingin bertanya, Apakah mereka ini ustad yang mengajari? Saya jadi curiga, karena saya ulang2 video ini tapi tetep ngakak"
love,"[C48] sayang banget sama na goeun :"") hatinya baik banget, tetep ikhlas ajarin yuri padahal dia juga pengen banget jadi main vocal. You win my heart goeun"
sadness,"waktu yg kamu tentukan itu membuat ak ingin mundur, maafkan aku, maafkan smua kt2 bohong ku, smua kt2 yg ku ucp hnyalah kebohongan. Smga hti ini ikhlas ntuk melepaskan dirimu, ak yakin allah sllu ada ntuk dirimu dan diriku."
love,"Andai saja waktu dalam sehari itu 48 jam bukan 24 jam, Aku akan sangat bahagia, karena lebih banyak waktu untuk memikirkanmu. Aku cinta padamu. -D-"
fear,Smg bsk ud ada pengumuman baik ya Allah amin lancarkanlah segalanya bener2 deh judulnya skrg tuh w dipenuhi ketidak pastian dan penantian huhuhu bener2 dr berbagai aspek bs tenang aja ga si ni idup
anger,ga pernah bikin status galau di ig.. sekalinya bikin banyak yg kepoooo... pd sotoyyy.. lgsg jadiin bahan gosip.. sok pangnyaho na weh.. sebel efeklgdatengtamu
sadness,"kalo masalah masuk akpolnya sih aku gak tau ya soalnya papaku gak pernah cerita. tapi pacar kakak sepupu aku udah 3tahun nyoba masuk baru tahun ini keterima, walaupun papanya polisi tetep susah masuknya."
love,"Keahlian cewek kalo udah sayang banget . Mempertahankan, . Memperjuangkan, . Menahan rasa sakit hati, . Sabar dan . Setia."
sadness,Anak jaman now gatau kalo dulu mau testimonial dibalesnya seminggu mana harus bikin URL :(( skrg pdkt tinggal match no match di kinder senang #RecehkanTwitter
sadness,"Aku tau didepan mungkin akan ada badai besar, bhkan bisa melenyapkan apa saja tp seperti yg ku yakini salama ini yaitu ketidakmungkinan yg selalu aku semogakan"
sadness,"[USERNAME] Cibiru entah kenapa gtu, daya tariknya kenceng banget skrg. Lagi sayang-sayangnya gtu. Tapi apa daya, bentar lagi mau gak mau harus siap ninggalin -_-"
anger,"Seandainya 2019 jokowi kalah sdh dipastikan : HTI bangsat bangkit, teroris bangsat bangkit, Radikal bangsat bangkit. Semua politik balas dendam bangkit. Yg minoritas ditekan.. mending memisahkan diri dari NKRI.. untuk itu harus 2019tetapJokowi.."
sadness,"Mencoba bikin pudding Percobaan 1, salah bikin ternyata yg kubikin jadinya jelly nutrijell Percobaan 2, kubikin berlapis sama jelly ternyata rasanya plain Percobaan 3, bikin berlapis lagi ternyata nyampur karna belum keras. Apa salah dan dosaku sayang :("
sadness,"Ekspektasi Emak : jangan capek-capek jadi sakit kan ,ya udah istirahat sana Realita Emak : sokorr ,salah mu kakean dolan ,domongi kon nek omah ae angel eram #recehkantwitter"
sadness,"kalau bagimu kata ""sayang"" tak ada artinya dan boleh diterima siapa saja, sepertinya bukan dengan manusia kau berinteraksi."
sadness,Ada anak sma habis perpisahan atau semacam wisuda sekolah. Foto bareng sama temen-temennya sejawat dgn pakai kebaya lalu di post di IG dengan caption 'Nanti siapa ya yang bakal nikah duluan'. Ku langsung tertunduk lesu dan seraya ingin minum extra joss. Cuk.
sadness,"Kalian tidak sadar bahwa ada banyak sekali orang dalam bus sewaktu kita kemarin menuju ke istana, kalian bahkan tidak mengajak mereka berkenalan. Berbeda dgn hari-hari sebelumnya. Coba pikirkan, mereka juga gugur, namun mereka menikmati perjalanan kemarin."
anger,"lo ngehujat dia sama aja lo membiarkan sexual harassment merajalela. goblok. dilecehin malah suruh marah, nolak, maki-maki, ya ga mempan buat pelaku sexual harassment. yang dilakukan via vallen mempengaruhi karir si simic? ya udah resiko simic lah, goblok."
anger,bigrt suatu sat saya akan jadikan kamu tempat sampah sama seperti kamu jadin saya tempat sampah!
anger,"makanya aku paham kenapa mbak via vallen marah banget ketika dapet dm gitu, dan kenapa malah dibully ??? cewe2 lagi yg bully, apa mereka kalo dapet dm kayak gitu dianggep sebuah pujian kali ya soalnya kalo dia digoda berarti dia menarique ? ew."
happy,"Satu lagi, pilihan 'menikah' tidak ada didaftar pilihan. Haha  Jadi, intinya saya ingin membebaskan pikiran saya, pilihan2 hidup saya tanpa intervensi dari pihak manapun."
happy,Makasih doanya genks yg udh dukung ak disini ak gak nyangka bisa maju ke tahan ini maygad makasi juga buat bapak bambang lurah pondok cabe2an yg udh dukung n nonton ak saat ini. Love u genks
happy,"untungnya suda menemukan cowok yg sayang bgt sm aku dgn apa adanya aku segala baik bobrokku, yg lbh banyak kurangnya gini.. gabisa ngungkapin apa2 lg selain bersyukur bersyukur dan bersyukur"
fear,"Berat badanku 77kg, aku minder, aku takut di bully, aku takut mereka yg bilang cantik itu langsing bukan C A N T I K Aku juga takut dibilang ""Gapura Kecamatan"" #janganbullyaku [URL]"
sadness,"Satu hal yg terburuk dalam hidupku adalah, ketika aku tak langsung mengerjakan masalah yang seharusnya aku kerjakan , sering aku lakukan , padahal jam dinding sudah terus berpindah TUNDA TUNDA TUNDA TUNDA, SAMPAI KAU MENUA TUNDA LAPORAN"
love,"Dia taruh jari telunjuknya di jidatku ""mangkanya! Beli susu tuh diminum, vitaminnya jangan kelewat! Kan ribet kalo mau jalan ke tempat umum tapi kamunya baru jalan 5menit udah kliyengan"" Aku senyum senyum sayang heheu"
love,"Saat tadi 2 sejoli menyepakati berucap ikrar untuk sehidup semati, di hadapan keluarga dan orang tersayang tanpa merubah apa yang mereka yakini masing-masing kepada Sang Maha Cinta. Dan di tempat lain akhirnya sepasang manusia kembali bersatu di dalam pelukan-Nya."
happy,"Congratulations on your 1st Holly Communion, Xellent. Mommy,Papa, Ompung,Unty, Tulang, Bou, Uda &amp"
sadness,"eallaaaah paaak, bikin ngiri aja duduk berdua ama yayang ....#mesra #presidenterhebat #Iriana #firstladyIndonesia"
sadness,jakarta mulai gelap ditutup awan mendung #siap2 naro ember digerojogan#
love,cium dulu sayang
sadness,[USERNAME] Udah dipaksa tapi aku bukan anak gem. Satu satunya yang ku bisa hanyalah candy crush Daripada mabar cuma dibentakin karena bego
sadness,"Sedih bny penulisan resep yg tidak baku sdm, sdt, ruas, sejumput, secukupnya, even biji/buah termasuk tidak baku :("
sadness,"Nah,seringnya nih msh ada oknum pejabat yg cm mau tunjangan sm duitnya aja, tp gak mau tgjwb atas isi dokumen atau kebijakannya. Bisanya nyalahin pelaksana. Untungnya di kantorku ndak ada yg spt itu."
happy,"[USERNAME] Hahaha samaa, aku bgitu ngliat oppa2 kore lgsg pgen bljr korea, nntn drama barat lgsg pgen bsa lncr english,ngliat bny ama mewart lgsg pgen bljr bhsa thai wkwkwlw"
happy,"Waktu yang kita gunakan lebih banyak di tempat makan atau sekedar duduk sambil menikmati es moci favorit dengan harga merakyat. Banyaknya teman yang sudah berkeluarga, mereka lah yang masih menemani hari2 libur ku untuk mengabiskan sisa waktu di rumah #HonorIndonesia #Honor7S"
fear,Aku gatau tp knp akhir2 ini bnyk akun aneh yg ngefollow.. Serem2 lagi.. Aku harus apa?? Haruskah ganti uname? Delete acc trus buat baru?
anger,"Tolong ya [USERNAME] ditinjau ulang sama team nya kalo beneran mau ngundang dia. Ini udah termasuk sexual harassment. Mohon kebijakan ulangnya, terima ksih [URL]"
anger,Dimohon jangan paksa saya buat include dmn. Harap sopan dan jelas kalo mau bo jangan labil! Gajelas will be block!!!!!!! Tentu saja yg sudah taatin rule saya utamakan
love,"Seyakin apapun diri ini, diri kita semua, seyakin apapun itu jika ketetapan Allah yang demikian ya bisa berbuat apa?, tak ada daya, selain 'the power of doa'. [URL]"
love,Berbaringlah dengan yang punya rasa..seperti rasa nyaman di foto ini.. Atau rasa sayang aku ke kamu..Eeaaaa #MaafEfekStress #EfekLDR #EfekLaparJuga [URL]
sadness,"[USERNAME] [USERNAME] [USERNAME] Begitulah mereka. . . Benar kata pepatah ""kemarau setahun dihapus hujan sehari"" Miris sekali negeri ini. . . Sebegitunya demi kepentingan tertentu. . ."
anger,"Ada yg teriak2 Indonesia di serang TKA asal china, padahal ada wan abud yg order plastik sampah sampe Jerman...9M bisa bikin pabriknya kali ya...#goindonesia"
fear,"gue bingung dong ini sebenernya gue ga cocok atau cara make gue salah, mau lanjut make takut muka gue nambah ga karuan nanti, mau berhenti sayang bok msh banyak bet"
anger,WARGA MASYARAKAT SINGGAHAN TOLAK SEGALA BENTUK HOAX DAN MENDUKUNG PILKADA DAMAI . . . . #tolakhoax #lawanhoax #pilkadadamai2018 [URL]
